target_id	length	eff_length	est_counts	tpm
LOC_Os01g01010.1	3017	2818	933.883	25.1288
LOC_Os01g01010.2	2218	2019	37.1173	1.39399
LOC_Os01g01019.1	1127	928	1	0.0817096
LOC_Os01g01030.1	2464	2265	47	1.57344
LOC_Os01g01040.4	1524	1325	17.2764	0.988685
LOC_Os01g01040.1	2508	2309	243.889	8.00919
LOC_Os01g01040.3	2583	2384	324.468	10.3202
LOC_Os01g01040.2	2482	2283	189.366	6.28952
LOC_Os01g01050.2	1996	1797	239.419	10.1026
LOC_Os01g01050.1	2039	1840	201.581	8.30717
LOC_Os01g01060.1	920	721	824.175	86.6772
LOC_Os01g01070.3	1369	1170	73.4786	4.76207
LOC_Os01g01070.1	1568	1369	19.9186	1.10325
LOC_Os01g01070.2	1562	1363	457.603	25.4574
LOC_Os01g01080.2	1976	1777	21.4913	0.917055
LOC_Os01g01080.1	1955	1756	3563.62	153.882
LOC_Os01g01080.3	2042	1843	46.8891	1.92916
LOC_Os01g01090.1	2409	2210	1.65847	0.0569031
LOC_Os01g01100.1	4017	3818	4.33439	0.0860821
LOC_Os01g01110.1	891	692	1	0.109576
LOC_Os01g01115.1	2433	2234	35	1.18797
LOC_Os01g01120.1	1206	1007	693.98	52.2563
LOC_Os01g01130.1	2002	1803	368.02	15.4773
LOC_Os01g01140.1	393	194	0	0
LOC_Os01g01150.2	4638	4439	340.3	5.81297
LOC_Os01g01150.1	3756	3557	1076.16	22.9411
LOC_Os01g01150.3	4603	4404	581.538	10.0127
LOC_Os01g01160.1	1090	891	670	57.0188
LOC_Os01g01170.1	2334	2135	17	0.60377
LOC_Os01g01180.1	219	40.6244	0	0
LOC_Os01g01190.1	1869	1670	0	0
LOC_Os01g01200.1	2373	2174	2	0.0697576
LOC_Os01g01210.1	639	440	0	0
LOC_Os01g01230.1	663	464	0	0
LOC_Os01g01240.1	4689	4490	0	0
LOC_Os01g01250.1	2499	2300	1.06629	0.0351534
LOC_Os01g01260.1	6084	5885	3.86263	0.0497688
LOC_Os01g01270.1	3840	3641	6	0.124954
LOC_Os01g01280.1	1226	1027	316	23.3312
LOC_Os01g01290.1	1556	1357	6	0.335268
LOC_Os01g01295.1	1793	1594	203	9.6567
LOC_Os01g01302.1	1155	956	1057	83.8374
LOC_Os01g01307.1	979	780	1398	135.904
LOC_Os01g01307.2	835	636	0	0
LOC_Os01g01312.1	4165	3966	536	10.2479
LOC_Os01g01320.1	2808	2609	10.6198	0.308649
LOC_Os01g01330.1	1223	1024	42	3.11007
LOC_Os01g01340.2	1731	1532	384.638	19.0377
LOC_Os01g01340.1	1645	1446	8519.29	446.741
LOC_Os01g01350.1	1151	952	29.3629	2.33875
LOC_Os01g01350.2	1574	1375	5.63705	0.310864
LOC_Os01g01360.1	2503	2304	48	1.57972
LOC_Os01g01369.1	1545	1346	717	40.392
LOC_Os01g01380.1	3482	3283	264.9	6.11832
LOC_Os01g01390.1	2142	1943	456.504	17.8153
LOC_Os01g01390.2	2175	1976	0	0
LOC_Os01g01390.4	2261	2062	48.4962	1.78336
LOC_Os01g01390.5	1054	855	0	0
LOC_Os01g01390.3	2182	1983	0	0
LOC_Os01g01400.1	2735	2536	21.9131	0.655203
LOC_Os01g01410.1	2489	2290	344.205	11.3973
LOC_Os01g01410.2	2486	2287	70.8817	2.35011
LOC_Os01g01420.1	1657	1458	1409.51	73.3046
LOC_Os01g01420.3	1653	1454	203.964	10.6368
LOC_Os01g01420.2	1913	1714	233.231	10.318
LOC_Os01g01430.1	1425	1226	10	0.618487
